course name,module,video duration,content type,url
Java,25,0:00,radio,https://www.udacity.com/course/viewer#!/c-cs046/l-176475143/e-177179588/m-177034270
Java,25,0:52,quiz_answer,https://www.udacity.com/course/viewer#!/c-cs046/l-176475143/e-177179588/m-176976500
Java,26,0:48,video,https://www.udacity.com/course/viewer#!/c-cs046/l-176475143/m-179427101
Java,27,0:26,video,https://www.udacity.com/course/viewer#!/c-cs046/l-176475143/m-178422830
Java,1,0:00,problem_set,https://www.udacity.com/course/viewer#!/c-cs046/l-211641002/e-213546108/m-213546109
Java,2,0:00,problem_set,https://www.udacity.com/course/viewer#!/c-cs046/l-211641002/e-213546110/m-213308035
Java,3,0:00,problem_set,https://www.udacity.com/course/viewer#!/c-cs046/l-211641002/e-211265356/m-211265357
Java,4,0:00,problem_set,https://www.udacity.com/course/viewer#!/c-cs046/l-211641002/e-211265358/m-211265359
Java,1,0:00,problem_set,https://www.udacity.com/course/viewer#!/c-cs046/l-208887248/m-218771108
Java,2,0:00,problem_set,https://www.udacity.com/course/viewer#!/c-cs046/l-208887248/e-213343457/m-213343458
