Timestamp,Course Name,Module,Problem,Duration,Content Type,URL,Event Type,Event Data
00:19,,s,,,,https://www.google.co.in/,Tab ,New Tab 
00:19,,,,,,,Window ,Window maximized 
00:19,,s,,,,https://www.google.co.in/,Tab ,Tab Switched 
00:19,,,,,,,Window ,Window Created 
00:19,,s,,,,https://www.google.co.in/,Mouse ,1
00:19,,gm,,,,https://accounts.google.com/ServiceLogin?service=mail&passive=true&rm=false&continue=https://mail.google.com/mail/?tab%3Dwm&scc=1&ltmpl=default&ltmplcache=2&emr=1&osid=1#identifier,Tab ,New Tab 
00:19,,gm,,,,https://accounts.google.com/ServiceLogin?service=mail&passive=true&rm=false&continue=https://mail.google.com/mail/?tab%3Dwm&scc=1&ltmpl=default&ltmplcache=2&emr=1&osid=1#password,Tab ,New Tab 
00:19,,other,,,,https://accounts.google.com/ServiceLoginAuth,Tab ,New Tab 
00:19,,gm,,,,https://mail.google.com/mail/u/0/?tab=wm,Tab ,New Tab 
00:19,,gm,,,,https://mail.google.com/mail/u/0/?tab=wm#inbox,Tab ,New Tab 
00:19,,gm,,,,https://mail.google.com/mail/u/0/?tab=wm#inbox/14e88aabcce7f42d,Tab ,New Tab 
00:19,,,,,,,Window ,Window -Possible Minimize 
00:20,,other,,,,http://www.glassdoor.co.in/partner/jobListing.htm?pos=101&ao=43297&s=224&guid=0000014e872a341d9f0f7e9701ca990a&src=GD_JOB_AD&t=JA&extid=1370&exst=OL&ist=&ast=OL&vt=e&ja=17135918&uido=143CC128203908E4013A5980878A7C9D&slr=false&cb=1436786767538&jobListingId=1507503229&utm_medium=email&utm_source=jobalert&utm_campaign=jobAlertAlert&utm_content=ja-jobtitle&encryptedUserId=143CC128203908E4013A5980878A7C9D,Tab ,Tab Switched 
00:20,,gm,,,,https://mail.google.com/mail/u/0/?tab=wm#inbox/14e88aabcce7f42d,Tab ,Tab Switched 
00:20,,gm,,,,https://mail.google.com/mail/u/0/?tab=wm#inbox,Tab ,New Tab 
00:20,,other,,,,http://www.glassdoor.co.in/partner/jobListing.htm?pos=101&ao=43297&s=224&guid=0000014e872a341d9f0f7e9701ca990a&src=GD_JOB_AD&t=JA&extid=1370&exst=OL&ist=&ast=OL&vt=e&ja=17135918&uido=143CC128203908E4013A5980878A7C9D&slr=false&cb=1436786767538&jobListingId=1507503229&utm_medium=email&utm_source=jobalert&utm_campaign=jobAlertAlert&utm_content=ja-jobtitle&encryptedUserId=143CC128203908E4013A5980878A7C9D,Tab ,Tab Switched 
00:20,,gm,,,,https://mail.google.com/mail/u/0/?tab=wm#inbox,Tab ,Tab Switched 
00:20,,,,,,,Window ,Window Created 
00:20,,,,,,,Window ,Window normal 
00:20,,other,,,,https://plus.google.com/hangouts/_/CONVERSATION/Ugw8Eb1M-eL-hg5ll194AaABAQ?hl=en&hscid=1436813445076616911&hpe=124nrbu93dh2be&hpn=Veda%20Vyas&hisdn=Veda&hnc=0&hs=38,Tab ,Tab Switched 
00:20,,other,,,,https://plus.google.com/hangouts/_/gzxwbwtqjzaewmztuezeyihq5ma?hl=en,Tab ,New Tab 
00:20,,,,,,,Window ,Window -Possible Minimize 
00:20,,other,,,,https://plus.google.com/hangouts/_/gzxwbwtqjzaewmztuezeyihq5ma?hl=en,Tab ,Tab Closed 
00:20,,,,,,,Window ,Window maximized 
00:20,,,,,,,Window ,Window Closed 
00:20,,,,,,,Window ,Window -Possible Minimize 
00:20,,other,,,,http://www.glassdoor.co.in/partner/jobListing.htm?pos=101&ao=43297&s=224&guid=0000014e872a341d9f0f7e9701ca990a&src=GD_JOB_AD&t=JA&extid=1370&exst=OL&ist=&ast=OL&vt=e&ja=17135918&uido=143CC128203908E4013A5980878A7C9D&slr=false&cb=1436786767538&jobListingId=1507503229&utm_medium=email&utm_source=jobalert&utm_campaign=jobAlertAlert&utm_content=ja-jobtitle&encryptedUserId=143CC128203908E4013A5980878A7C9D,Tab ,Tab Switched 
00:21,,other,,,,http://www.glassdoor.co.in/job-listing/web-developer-JV_IC2865319_KO0 13_IE693691.htm?jl=1507503229&utm_source=jobalert&utm_medium=email&utm_content=ja-jobtitle&utm_campaign=jobAlertAlert,Tab ,New Tab 
00:21,,other,,,,http://www.glassdoor.co.in/job-listing/web-developer-JV_IC2865319_KO0 13_IE693691.htm?jl=1507503229&utm_source=jobalert&utm_medium=email&utm_content=ja-jobtitle&utm_campaign=jobAlertAlert,Tab ,New Tab 
00:21,,other,,,,http://www.glassdoor.co.in/job-listing/web-developer-JV_IC2865319_KO0 13_IE693691.htm?jl=1507503229&utm_source=jobalert&utm_medium=email&utm_content=ja-jobtitle&utm_campaign=jobAlertAlert,Tab ,New Tab 
00:21,,gm,,,,https://mail.google.com/mail/u/0/?tab=wm#inbox,Tab ,Tab Switched 
00:21,,other,,,,http://www.glassdoor.co.in/job-listing/web-developer-JV_IC2865319_KO0 13_IE693691.htm?jl=1507503229&utm_source=jobalert&utm_medium=email&utm_content=ja-jobtitle&utm_campaign=jobAlertAlert,Tab ,Tab Closed 
00:21,,gm,,,,https://mail.google.com/mail/u/0/?tab=wm#inbox,Tab ,Tab Closed 
00:21,,,,,,,Window ,Window Closed 
10:15,,gm,,,,https://mail.google.com/mail/u/0/?tab=wm#inbox,Tab ,Tab Switched 
10:15,,gm,,,,https://mail.google.com/mail/u/0/?tab=wm#inbox/14e8ad9e06589d76,Tab ,New Tab 
10:15,,gm,,,,https://mail.google.com/mail/u/0/?tab=wm#inbox/14e8ad9e06589d76,Mouse ,1
10:15,,gm,,,,https://mail.google.com/mail/u/0/?tab=wm#inbox,Tab ,New Tab 
10:16,,,,,,,Tab ,Tab Closed [TabID:107] 
10:16,,gm,,,,https://mail.google.com/mail/u/0/?tab=wm#inbox,Tab ,Tab Switched 
10:16,,,,,,,Tab ,Tab Switched 
10:16,,other,,,,https://inbox.google.com/u/0/?pli=1,Tab ,New Tab 
